XM_040204698.1	chrXVII	9234304	9234304	chrXVII	9217866	9243100	-	XM_040204698.1	path1	Q9MZ19	Potassium voltage-gated channel subfamily B member 1 {ECO:0000250|UniProtKB:Q14721}	Voltage-gated potassium channel subunit Kv2.1;	 PF02214;PF00520;PF03521;	 GO:0030424;GO:0030425;GO:0016328;GO:0032809;GO:0043204;GO:0005886;GO:0045211;GO:0042383;GO:0008076;GO:0005251;GO:0046982;GO:0001508;GO:0071333;GO:0031669;GO:0042593;GO:0007215;GO:0046676;GO:0045956;GO:0033605;GO:1900454;GO:0010701;GO:0090314;GO:0071805;GO:0006813;GO:0051260;GO:0072659;GO:0098900;GO:0034765;GO:2000671;GO:0006904;	  C:axon; C:dendrite; C:lateral plasma membrane; C:neuronal cell body membrane; C:perikaryon; C:plasma membrane; C:postsynaptic membrane; C:sarcolemma; C:voltage-gated potassium channel complex;	  F:delayed rectifier potassium channel activity; F:protein heterodimerization activity;	  P:action potential; P:cellular response to glucose stimulus; P:cellular response to nutrient levels; P:glucose homeostasis; P:glutamate receptor signaling pathway; P:negative regulation of insulin secretion; P:positive regulation of calcium ion-dependent exocytosis; P:positive regulation of catecholamine secretion; P:positive regulation of long-term synaptic depression; P:positive regulation of norepinephrine secretion; P:positive regulation of protein targeting to membrane; P:potassium ion transmembrane transport; P:potassium ion transport; P:protein homooligomerization; P:protein localization to plasma membrane; P:regulation of action potential; P:regulation of ion transmembrane transport; P:regulation of motor neuron apoptotic process; P:vesicle docking involved in exocytosis;
XM_040205138.1	chrXVII	9257795	9257795	chrXVII	9254852	9261389	-	XM_040205138.1	path1	F1RE08 A1XBQ5 A9LLA5	Prostacyclin synthase {ECO:0000303|PubMed:18032380}	Hydroperoxy icosatetraenoate dehydratase;Prostaglandin I2 synthase {ECO:0000303|PubMed:18032380};	 PF00067;	 GO:0005789;GO:0016021;GO:0020037;GO:0106256;GO:0005506;GO:0004497;GO:0016705;GO:0008116;GO:0001516;	  C:endoplasmic reticulum membrane; C:integral component of membrane;	  F:heme binding; F:hydroperoxy icosatetraenoate dehydratase activity; F:iron ion binding; F:monooxygenase activity; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; F:prostaglandin-I synthase activity;	  P:prostaglandin biosynthetic process;
XM_040204631.1	chrXVII	9257795	9257795	chrXVII	9262269	9269281	-	XM_040204631.1	path1	Q2T9W2 Q1JPF6	THUMP domain-containing protein 3		 PF02926;PF01170;	 GO:0008168;GO:0003723;GO:0032259;	 	  F:methyltransferase activity; F:RNA binding;	  P:methylation;
XM_040159966.1	chrXVII	9283852	9283852	chrXVII	9284816	9287192	+	XM_040159966.1	path3	P41542	General vesicular transport factor p115 {ECO:0000303|PubMed:7831323}	Protein USO1 homolog;Transcytosis-associated protein {ECO:0000303|PubMed:7831324};Vesicle-docking protein;	 PF18770;PF04871;PF04869;	 GO:0005829;GO:0005783;GO:0012507;GO:0001650;GO:0000139;GO:0005795;GO:0048471;GO:0006888;GO:0007030;GO:0048211;GO:0006891;GO:0006886;GO:0061025;GO:1900076;GO:0032252;GO:0007264;GO:0045056;GO:0048280;	  C:cytosol; C:endoplasmic reticulum; C:ER to Golgi transport vesicle membrane; C:fibrillar center; C:Golgi membrane; C:Golgi stack; C:perinuclear region of cytoplasm;	 	  P:endoplasmic reticulum to Golgi vesicle-mediated transport; P:Golgi organization; P:Golgi vesicle docking; P:intra-Golgi vesicle-mediated transport; P:intracellular protein transport; P:membrane fusion; P:regulation of cellular response to insulin stimulus; P:secretory granule localization; P:small GTPase mediated signal transduction; P:transcytosis; P:vesicle fusion with Golgi apparatus;
XM_040203559.1	chrXVII	9283852	9283852	chrXVII	9289012	9329997	+	XM_040203559.1	path1	O43295 Q8IX13 Q8IZV8	SLIT-ROBO Rho GTPase-activating protein 3	Mental disorder-associated GAP;Rho GTPase-activating protein 14;WAVE-associated Rac GTPase-activating protein;	 PF00611;PF00620;PF00018;	 GO:0005737;GO:0005829;GO:0005096;GO:0030336;GO:0043547;GO:0051056;GO:0007165;	  C:cytoplasm; C:cytosol;	  F:GTPase activator activity;	  P:negative regulation of cell migration; P:positive regulation of GTPase activity; P:regulation of small GTPase mediated signal transduction; P:signal transduction;
XM_040204787.1	chrXVII	9315195	9315195	chrXVII	9334434	9338440	-	XM_040204787.1	path1	Q7LHG5 D6VVK4 Q04717 Q04722 Q05350	Transposon Ty3-I Gag-Pol polyprotein	Gag3-Pol3;Transposon Ty3-2 TYA-TYB polyprotein;	 PF17921;PF12384;PF17919;PF00665;PF00078;	 GO:0005737;GO:0005634;GO:0000943;GO:0004190;GO:0005524;GO:0003677;GO:0003887;GO:0008233;GO:0004540;GO:0003723;GO:0003964;GO:0004523;GO:0008270;GO:0015074;GO:0006310;GO:0032197;	  C:cytoplasm; C:nucleus; C:retrotransposon nucleocapsid;	  F:aspartic-type endopeptidase activity; F:ATP binding; F:DNA binding; F:DNA-directed DNA polymerase activity; F:peptidase activity; F:ribonuclease activity; F:RNA binding; F:RNA-directed DNA polymerase activity; F:RNA-DNA hybrid ribonuclease activity; F:zinc ion binding;	  P:DNA integration; P:DNA recombination; P:transposition, RNA-mediated;
XM_040204786.1	chrXVII	9315195	9315195	chrXVII	9334982	9338435	-	XM_040204786.1	path1	P04323	Retrovirus-related Pol polyprotein from transposon 17.6		 PF17921;PF17917;PF00078;	 GO:0004190;GO:0004519;GO:0003676;GO:0003964;GO:0015074;	 	  F:aspartic-type endopeptidase activity; F:endonuclease activity; F:nucleic acid binding; F:RNA-directed DNA polymerase activity;	  P:DNA integration;
XM_040204788.1	chrXVII	9320735	9320735	chrXVII	9339268	9340904	-	XM_040204788.1	path1	P03360 Q2Q1R2	Gag-Pol polyprotein		 PF18697;PF00075;PF17919;PF00665;PF00078;PF09337;	 GO:0004190;GO:0003677;GO:0003887;GO:0046872;GO:0003723;GO:0003964;GO:0004523;GO:0015074;GO:0006310;GO:0075713;GO:0046718;GO:0044826;	 	  F:aspartic-type endopeptidase activity; F:DNA binding; F:DNA-directed DNA polymerase activity; F:metal ion binding; F:RNA binding; F:RNA-directed DNA polymerase activity; F:RNA-DNA hybrid ribonuclease activity;	  P:DNA integration; P:DNA recombination; P:establishment of integrated proviral latency; P:viral entry into host cell; P:viral genome integration into host DNA;
XM_040203999.1	chrXVII	9366816	9366816	chrXVII	9347893	9368460	+	XM_040203999.1	path1	Q9NS91 Q58F55 Q9NRT6	E3 ubiquitin-protein ligase RAD18	Postreplication repair protein RAD18;RING finger protein 73;RING-type E3 ubiquitin transferase RAD18 {ECO:0000305};	 PF02037;	 GO:0005813;GO:0005737;GO:0016604;GO:0042405;GO:0005654;GO:0005634;GO:0097505;GO:0005657;GO:0035861;GO:0003684;GO:0042802;GO:0046872;GO:0031593;GO:0044877;GO:0003697;GO:0061630;GO:0031625;GO:0000403;GO:0006974;GO:0042769;GO:0006281;GO:0060548;GO:0051984;GO:0006301;GO:0051865;GO:0006513;GO:0016567;GO:0009411;	  C:centrosome; C:cytoplasm; C:nuclear body; C:nuclear inclusion body; C:nucleoplasm; C:nucleus; C:Rad6-Rad18 complex; C:replication fork; C:site of double-strand break;	  F:damaged DNA binding; F:identical protein binding; F:metal ion binding; F:polyubiquitin modification-dependent protein binding; F:protein-containing complex binding; F:single-stranded DNA binding; F:ubiquitin protein ligase activity; F:ubiquitin protein ligase binding; F:Y-form DNA binding;	  P:cellular response to DNA damage stimulus; P:DNA damage response, detection of DNA damage; P:DNA repair; P:negative regulation of cell death; P:positive regulation of chromosome segregation; P:postreplication repair; P:protein autoubiquitination; P:protein monoubiquitination; P:protein ubiquitination; P:response to UV;
XM_040203400.1	chrXVII	9366816	9366816	chrXVII	9390094	9393019	-	XM_040203400.1	path1	P56539 A8K777 Q3T1A4	Caveolin-3	M-caveolin;	 PF01146;	 GO:0005901;GO:0009986;GO:0016010;GO:0005783;GO:0000139;GO:0005887;GO:0014704;GO:0043231;GO:0045121;GO:0031594;GO:0005886;GO:0042383;GO:0030315;GO:0031982;GO:0030018;GO:0043014;GO:0005246;GO:0071253;GO:0044325;GO:0060090;GO:0050998;GO:0019870;GO:0008022;GO:0044877;GO:0017080;GO:0007015;GO:0055013;GO:0070836;GO:0030154;GO:0071417;GO:0042632;GO:0031122;GO:0035995;GO:0006897;GO:0042593;GO:0060347;GO:0031579;GO:0046716;GO:0006936;GO:0007517;GO:0007520;GO:0051926;GO:0010614;GO:0061052;GO:0045792;GO:0043407;GO:0043409;GO:1900826;GO:0051001;GO:1901380;GO:1901017;GO:0006469;GO:2000009;GO:0060299;GO:0051647;GO:0007009;GO:0001778;GO:2001288;GO:0008284;GO:0007204;GO:0031116;GO:0010831;GO:2000060;GO:0008104;GO:0072659;GO:0060762;GO:0090279;GO:1901019;GO:0098909;GO:0055117;GO:0051480;GO:0008016;GO:0002027;GO:1900825;GO:0042391;GO:0051394;GO:1900744;GO:0051896;GO:0038009;GO:0014819;GO:2000649;GO:0017015;GO:0060373;GO:0060307;GO:0033292;GO:0006641;GO:0086005;	  C:caveola; C:cell surface; C:dystrophin-associated glycoprotein complex; C:endoplasmic reticulum; C:Golgi membrane; C:integral component of plasma membrane; C:intercalated disc; C:intracellular membrane-bounded organelle; C:membrane raft; C:neuromuscular junction; C:plasma membrane; C:sarcolemma; C:T-tubule; C:vesicle; C:Z disc;	  F:alpha-tubulin binding; F:calcium channel regulator activity; F:connexin binding; F:ion channel binding; F:molecular adaptor activity; F:nitric-oxide synthase binding; F:potassium channel inhibitor activity; F:protein C-terminus binding; F:protein-containing complex binding; F:sodium channel regulator activity;	  P:actin filament organization; P:cardiac muscle cell development; P:caveola assembly; P:cell differentiation; P:cellular response to organonitrogen compound; P:cholesterol homeostasis; P:cytoplasmic microtubule organization; P:detection of muscle stretch; P:endocytosis; P:glucose homeostasis; P:heart trabecula formation; P:membrane raft organization; P:muscle cell cellular homeostasis; P:muscle contraction; P:muscle organ development; P:myoblast fusion; P:negative regulation of calcium ion transport; P:negative regulation of cardiac muscle hypertrophy; P:negative regulation of cell growth involved in cardiac muscle cell development; P:negative regulation of cell size; P:negative regulation of MAP kinase activity; P:negative regulation of MAPK cascade; P:negative regulation of membrane depolarization during cardiac muscle cell action potential; P:negative regulation of nitric-oxide synthase activity; P:negative regulation of potassium ion transmembrane transport; P:negative regulation of potassium ion transmembrane transporter activity; P:negative regulation of protein kinase activity; P:negative regulation of protein localization to cell surface; P:negative regulation of sarcomere organization; P:nucleus localization; P:plasma membrane organization; P:plasma membrane repair; P:positive regulation of caveolin-mediated endocytosis; P:positive regulation of cell population proliferation; P:positive regulation of cytosolic calcium ion concentration; P:positive regulation of microtubule polymerization; P:positive regulation of myotube differentiation; P:positive regulation of ubiquitin-dependent protein catabolic process; P:protein localization; P:protein localization to plasma membrane; P:regulation of branching involved in mammary gland duct morphogenesis; P:regulation of calcium ion import; P:regulation of calcium ion transmembrane transporter activity; P:regulation of cardiac muscle cell action potential involved in regulation of contraction; P:regulation of cardiac muscle contraction; P:regulation of cytosolic calcium ion concentration; P:regulation of heart contraction; P:regulation of heart rate; P:regulation of membrane depolarization during cardiac muscle cell action potential; P:regulation of membrane potential; P:regulation of nerve growth factor receptor activity; P:regulation of p38MAPK cascade; P:regulation of protein kinase B signaling; P:regulation of signal transduction by receptor internalization; P:regulation of skeletal muscle contraction; P:regulation of sodium ion transmembrane transporter activity; P:regulation of transforming growth factor beta receptor signaling pathway; P:regulation of ventricular cardiac muscle cell membrane depolarization; P:regulation of ventricular cardiac muscle cell membrane repolarization; P:T-tubule organization; P:triglyceride metabolic process; P:ventricular cardiac muscle cell action potential;
XM_040203401.1	chrXVII	9369178	9369178	chrXVII	9394150	9397684	-	XM_040203401.1	path1	A0M8S6	Caveolin-2		 PF01146;	 GO:0005901;GO:0031410;GO:0031234;GO:0005794;GO:0000139;GO:0005887;GO:0005634;GO:0048471;GO:0031748;GO:0060090;GO:0019901;GO:0070836;GO:0030154;GO:0007029;GO:0008286;GO:0007005;GO:0001937;GO:0060161;GO:0043410;GO:0051480;GO:0048741;GO:0048278;GO:0006906;	  C:caveola; C:cytoplasmic vesicle; C:extrinsic component of cytoplasmic side of plasma membrane; C:Golgi apparatus; C:Golgi membrane; C:integral component of plasma membrane; C:nucleus; C:perinuclear region of cytoplasm;	  F:D1 dopamine receptor binding; F:molecular adaptor activity; F:protein kinase binding;	  P:caveola assembly; P:cell differentiation; P:endoplasmic reticulum organization; P:insulin receptor signaling pathway; P:mitochondrion organization; P:negative regulation of endothelial cell proliferation; P:positive regulation of dopamine receptor signaling pathway; P:positive regulation of MAPK cascade; P:regulation of cytosolic calcium ion concentration; P:skeletal muscle fiber development; P:vesicle docking; P:vesicle fusion;
XM_040203390.1	chrXVII	9435280	9435280	chrXVII	9403901	9414786	-	XM_040203390.1	path1	Q9Y6F1 Q8NER9 Q96CG2 Q9UG81	Protein mono-ADP-ribosyltransferase PARP3 {ECO:0000305}	ADP-ribosyltransferase diphtheria toxin-like 3 {ECO:0000303|PubMed:20106667};DNA ADP-ribosyltransferase PARP3 {ECO:0000305};IRT1;NAD(+) ADP-ribosyltransferase 3 {ECO:0000303|PubMed:20106667};Poly [ADP-ribose] polymerase 3 {ECO:0000303|PubMed:12640039, ECO:0000303|PubMed:20106667};Poly[ADP-ribose] synthase 3 {ECO:0000303|PubMed:20106667};	 PF00644;PF02877;PF05406;	 GO:0005814;GO:0005737;GO:0045171;GO:0016604;GO:0005730;GO:0005654;GO:0035861;GO:0003824;GO:0140294;GO:0003950;GO:1990404;GO:0030592;GO:0006281;GO:0006302;GO:0045829;GO:1905662;GO:0051106;GO:2001034;GO:0006471;GO:0070213;GO:1990166;GO:0140289;GO:0070212;GO:0060236;GO:0000723;	  C:centriole; C:cytoplasm; C:intercellular bridge; C:nuclear body; C:nucleolus; C:nucleoplasm; C:site of double-strand break;	  F:catalytic activity; F:NAD DNA ADP-ribosyltransferase activity; F:NAD+ ADP-ribosyltransferase activity; F:protein ADP-ribosylase activity;	  P:DNA ADP-ribosylation; P:DNA repair; P:double-strand break repair; P:negative regulation of isotype switching; P:negative regulation of telomerase RNA reverse transcriptase activity; P:positive regulation of DNA ligation; P:positive regulation of double-strand break repair via nonhomologous end joining; P:protein ADP-ribosylation; P:protein auto-ADP-ribosylation; P:protein localization to site of double-strand break; P:protein mono-ADP-ribosylation; P:protein poly-ADP-ribosylation; P:regulation of mitotic spindle organization; P:telomere maintenance;
XM_040203385.1	chrXVII	9435280	9435280	chrXVII	9416038	9441455	-	XM_040203385.1	path1	Q14BI2	Metabotropic glutamate receptor 2		 PF00003;PF01094;PF07562;	 GO:0097449;GO:0030424;GO:0030425;GO:0005887;GO:0099055;GO:0043005;GO:0042734;GO:0001640;GO:0005246;GO:0001641;GO:0097110;GO:0035095;GO:0007268;GO:0007216;GO:0010467;GO:0090461;GO:0014047;GO:0014059;GO:0014048;GO:0051896;GO:2001023;GO:0051966;GO:0042220;	  C:astrocyte projection; C:axon; C:dendrite; C:integral component of plasma membrane; C:integral component of postsynaptic membrane; C:neuron projection; C:presynaptic membrane;	  F:adenylate cyclase inhibiting G protein-coupled glutamate receptor activity; F:calcium channel regulator activity; F:group II metabotropic glutamate receptor activity; F:scaffold protein binding;	  P:behavioral response to nicotine; P:chemical synaptic transmission; P:G protein-coupled glutamate receptor signaling pathway; P:gene expression; P:glutamate homeostasis; P:glutamate secretion; P:regulation of dopamine secretion; P:regulation of glutamate secretion; P:regulation of protein kinase B signaling; P:regulation of response to drug; P:regulation of synaptic transmission, glutamatergic; P:response to cocaine;
XM_040203396.1	chrXVII	9435280	9435280	chrXVII	9442862	9490373	-	XM_040203396.1	path1	Q9Y6I9 B3KN87 Q9UKD7	Testis-expressed protein 264 {ECO:0000305}	Putative secreted protein Zsig11 {ECO:0000303|Ref.1};	 	 GO:0000421;GO:0005829;GO:0005789;GO:0005576;GO:0016021;GO:0005634;GO:0031093;GO:0005657;GO:0038023;GO:0002576;GO:0106300;GO:0061709;	  C:autophagosome membrane; C:cytosol; C:endoplasmic reticulum membrane; C:extracellular region; C:integral component of membrane; C:nucleus; C:platelet alpha granule lumen; C:replication fork;	  F:signaling receptor activity;	  P:platelet degranulation; P:protein-DNA covalent cross-linking repair; P:reticulophagy;
XM_040203380.1	chrXVII	9467756	9467756	chrXVII	9491592	9503485	-	XM_040203380.1	path1	Q9BXW9 Q2LA86 Q69YP9 Q6PJN7 Q9BQ06 Q9H9T9	Fanconi anemia group D2 protein		 PF14631;	 GO:0000793;GO:0005829;GO:0016604;GO:0005730;GO:0005654;GO:0005634;GO:0070182;GO:0048854;GO:0034599;GO:1990918;GO:0007276;GO:0007129;GO:0036297;GO:0031573;GO:0097150;GO:2000348;GO:0051090;GO:0050727;GO:0045589;GO:0010332;	  C:condensed chromosome; C:cytosol; C:nuclear body; C:nucleolus; C:nucleoplasm; C:nucleus;	  F:DNA polymerase binding;	  P:brain morphogenesis; P:cellular response to oxidative stress; P:double-strand break repair involved in meiotic recombination; P:gamete generation; P:homologous chromosome pairing at meiosis; P:interstrand cross-link repair; P:intra-S DNA damage checkpoint; P:neuronal stem cell population maintenance; P:regulation of CD40 signaling pathway; P:regulation of DNA-binding transcription factor activity; P:regulation of inflammatory response; P:regulation of regulatory T cell differentiation; P:response to gamma radiation;
